pts_reel,pts_unif,pts_maja,pts_king,pts_wu,aots
0.02336164648742561,0.0603,0.05176836,0.03715051,0.0406164,0.2039200667880997
0.024227346163751697,0.0429,0.030787123,0.017884135,0.021718461,0.2039200667880997
0.012368846233642337,0.0343,0.028716885,0.013118662,0.016548418,0.2039200667880997
0.007343016261692299,0.0235,0.01785967,0.0027042262,0.006281492,0.2039200667880997
0.006130393342960736,0.0201,0.018553525,0.0023110397,0.0056197713,0.2039200667880997
0.003506793677508917,0.0164,0.016018746,-0.0006204202,0.0027935677,0.2039200667880997
0.003063555857858109,0.0183,0.017365677,-0.0012520341,0.0022855592,0.2039200667880997
0.004838801389310206,0.0215,0.0056376015,-0.0049630506,-0.0011853374,0.2039200667880997
0.0048644386768979,0.0265,0.010233995,-0.00089177757,0.0031184587,0.2039200667880997
0.004661021822597579,0.0246,0.010307775,-0.002496004,0.0012723292,0.2039200667880997
0.05006292050369212,0.0691,0.051242072,0.043853085,0.04702879,0.30799185885249214
0.03814945755070072,0.0568,0.05270963,0.03387778,0.037154395,0.30799185885249214
0.036717439621223,0.0614,0.05566004,0.03742106,0.040638033,0.30799185885249214
0.0236508441955026,0.0619,0.05785654,0.03845214,0.04145577,0.30799185885249214
0.02877481598399384,0.059,0.053238988,0.034648787,0.037686262,0.30799185885249214
0.01211058017436156,0.0196,0.019629654,0.012551053,0.015149852,0.26726657559198547
0.010408836442171492,0.0164,0.016139597,0.009908637,0.0120827025,0.26726657559198547
0.017337931001247163,0.0206,0.02070923,0.015221725,0.017488219,0.26726657559198547
0.021567966474642916,0.0228,0.02279299,0.019297905,0.021302972,0.26726657559198547
0.007708511456107735,0.0111,0.011262486,0.007482188,0.009309023,0.26726657559198547
0.005832199319110673,0.0117,0.012003091,0.008656463,0.010476816,0.26726657559198547
0.00429477969994862,0.0065,0.005992445,0.0017948421,0.0035180093,0.26726657559198547
0.006927625024258805,0.0155,0.01664277,0.013073511,0.014707821,0.26726657559198547
0.010139646831831757,0.0133,0.013137775,0.0098550385,0.011501479,0.26726657559198547
0.011643729587357808,0.0153,0.015367723,0.012463426,0.014155743,0.26726657559198547
0.01292680520092258,0.0164,0.016445832,0.0136412,0.015357503,0.26726657559198547
0.010713868480288076,0.0144,0.014464642,0.011252934,0.013101463,0.26726657559198547
0.003208686768244368,0.0063,0.006245486,0.0023337193,0.0042715915,0.26726657559198547
0.004728375697922459,0.0084,0.008458161,0.0035221807,0.0055655553,0.26726657559198547
5.708302606034702e-05,,0.40023637,0.4053821,0.40505674,0.0004944602041798136
0.00011439275266677697,,0.3694801,0.37236592,0.37211928,0.0004944602041798136
0.00014211270202310532,,0.3518748,0.34001452,0.33914277,0.0004944602041798136
0.03497891340449131,0.1917,0.19118206,0.19114389,0.19116023,0.10700371913165517
0.00013373826139021272,0.0064,0.0064055542,8.341816e-05,0.0017874578,0.10307028576547525
0.0006423850263709234,,0.17895581,0.17733365,0.17758727,0.004884431703942588
0.0012486875935930023,,0.30994353,0.31245804,0.31205153,0.004884431703942588
0.003403211247028694,,0.25377956,0.25300914,0.2530527,0.004884431703942588
0.017455230684261535,0.2044,0.20674597,0.20358434,0.20477206,0.11949890494722987
0.017649785672192518,0.0607,0.060116317,0.0533876,0.055599943,0.11949890494722987
0.004386969005038116,0.0293,0.019150166,0.011781591,0.014269132,0.12809137361853482
0.0020550823661917147,0.0096,0.0095523195,0.00028550503,0.0034777417,0.12923381806961487
0.0019287984082555477,0.0083,0.008325142,-0.00023255934,0.003047956,0.12923381806961487
0.0018864176105120845,0.0082,0.008263945,0.0008804308,0.004248239,0.12923381806961487
0.0028375560296204044,0.0024,-0.0039198706,-0.008130206,-0.005007682,0.12923381806961487
0.003838413075411159,0.0201,0.018573733,0.004953018,0.008080352,0.12923381806961487
0.01469158095655227,0.0766,0.06711736,0.051377475,0.054861695,0.22775944920554336
0.016545296928890008,0.0816,0.06952351,0.056080565,0.05971579,0.22775944920554336
0.012024484285566336,0.0636,0.057061777,0.04167666,0.045021955,0.22775944920554336
0.009685836629610157,0.0645,0.051124427,0.037840925,0.04184407,0.22775944920554336
0.0041662094999788644,0.0673,0.050528806,0.03948967,0.04369896,0.22775944920554336
0.004469732438602944,0.0189,0.018799463,0.007141502,0.009795568,0.30766479158994176
0.0037087180412937984,0.0218,0.02192885,0.009741667,0.012337054,0.30766479158994176
0.004595491874924335,0.0234,0.02341005,0.011527047,0.014129177,0.30766479158994176
0.004872951397811744,0.0266,0.026389282,0.015914645,0.01860295,0.30766479158994176
0.0068860457969552626,0.0416,0.04178371,0.032582697,0.035112604,0.30766479158994176
0.009272071890515142,0.046,0.046055105,0.036942843,0.039330278,0.30766479158994176
0.007736741982405658,0.0321,0.03222385,0.023663681,0.026461512,0.30766479158994176
0.005212006382085418,0.019,0.018836685,0.009105444,0.012082346,0.30766479158994176
0.02186282004073451,0.0182,0.014339792,0.012513727,0.013988,0.04373113393784362
0.0171565910340189,0.0144,0.01435777,0.009742711,0.011496241,0.04373113393784362
0.019521227605747628,0.0182,0.014339792,0.012513727,0.013988,0.04373113393784362
0.0036895794524744656,0.0456,0.042554885,0.022968968,0.025855824,0.35199966871377353
0.005175953660082389,0.0468,0.045428775,0.026297173,0.02901744,0.35199966871377353
0.005204096079966978,0.046,0.045598123,0.027092474,0.029905869,0.35199966871377353
0.005897210319599523,0.0438,0.042380568,0.025691252,0.028812878,0.35199966871377353
0.002479107247073574,0.0449,0.042666238,0.0250909,0.028187577,0.35199966871377353
0.01751285508472175,0.0312,0.031464595,0.014902753,0.020541152,0.03831402682804635
0.002050712311638974,0.007,0.0069947545,0.00092530873,0.0030221895,0.1097987946290822
0.002041743807714934,0.0068,0.0068024555,0.00092047895,0.0030060862,0.1097987946290822
0.0022247117780414107,0.0069,0.006906795,0.000956126,0.0030459238,0.1097987946290822
0.002224391041180473,0.0063,0.006286573,0.00068567233,0.002753906,0.1097987946290822
0.0018421758669085926,0.0067,0.006694145,0.0007839973,0.002869291,0.1097987946290822
0.001236322321350005,0.0058,0.0058107334,0.0014162171,0.0034687824,0.1097987946290822
0.0012479476224977783,0.006,0.0060249497,0.001669378,0.0037206667,0.1097987946290822
0.00116165375057845,0.0054,0.0053891283,0.0010604049,0.0031137294,0.1097987946290822
0.0012527059449362007,0.0054,0.005389689,0.0010573707,0.0031100782,0.1097987946290822
0.00116662792581907,0.0053,0.0052821324,0.00093244395,0.00298592,0.1097987946290822
0.001175869260696434,0.0051,0.005085527,0.0009705394,0.0030220232,0.1097987946290822
0.000939298527985919,0.005,0.0049853707,0.00086966617,0.0029219394,0.1097987946290822
0.0009737046862344142,0.0049,0.0048775817,0.0007641924,0.0028160925,0.1097987946290822
0.0009709526835419994,0.0049,0.004886585,0.0007714832,0.0028244539,0.1097987946290822
0.0010195054699659073,0.0052,0.005200904,0.0010856468,0.0031369422,0.1097987946290822
0.0018769549998734038,0.0071,0.0071175117,0.0027471734,0.0048083994,0.1097987946290822
0.0009097648979918697,0.0081,0.008170808,0.0038449608,0.00590357,0.1097987946290822
0.0015649544688931714,0.0082,0.008276483,0.0039524636,0.0060076457,0.1097987946290822
0.0021934900140803573,0.0083,0.008378241,0.004076788,0.006130099,0.1097987946290822
0.002078947151533675,0.0086,0.008699239,0.004374746,0.0064302646,0.1097987946290822
0.001271902317214666,0.0064,0.006420355,0.0020128426,0.004062968,0.1097987946290822
0.001382811323088948,0.0059,0.0058922763,0.0015323645,0.003583895,0.1097987946290822
0.0013672431274576041,0.0062,0.0062186904,0.0018530702,0.0039016693,0.1097987946290822
0.001561984425629249,0.0055,0.0054754023,0.0011551654,0.0032076815,0.1097987946290822
0.001230178230025833,0.0086,0.00876197,0.0043909834,0.0064369007,0.1097987946290822
0.0032374934224637273,0.01,0.010025136,0.0012538175,0.0053479127,0.09175535548986238
0.0019961783301251945,0.0093,0.009233733,0.0007931137,0.004866366,0.09175535548986238
0.0047733138373578805,0.0134,0.013386046,0.0024917899,0.0064157736,0.09175535548986238
-7.15695470750496e-05,0.1995,0.20679268,0.20671393,0.20653597,0.11990650329627305
0.0001436300249991558,0.1425,0.14704576,0.1452558,0.14568928,0.11990650329627305
