pts_reel,pts_unif,pts_maja,pts_king,pts_wu,aots
0.0886267697840306,0.0976,0.09372614,0.09225843,0.092700444,0.30799185885249214
0.0682577665801123,0.0862,0.08508911,0.07931009,0.079742916,0.30799185885249214
0.0687817539037275,0.085,0.08425502,0.07747275,0.07777388,0.30799185885249214
0.05022994837057528,0.0884,0.08802079,0.08174411,0.08197458,0.30799185885249214
0.06024036540606088,0.0891,0.0881546,0.08261939,0.0829221,0.30799185885249214
0.0009378823553002245,0.0032,0.0031961226,0.0006088123,0.0013110015,0.10307028576547525
0.005350096069165764,,0.059613906,0.05879671,0.058910377,0.004884431703942588
0.007842390115306823,,0.08120578,0.08163615,0.08156825,0.004884431703942588
0.01852743420586513,,0.1088226,0.10889881,0.10882554,0.004884431703942588
0.01794190172669204,0.0301,0.026952427,0.022292757,0.023734078,0.12809137361853482
0.007457142300626649,0.0105,0.010432723,0.005749425,0.0070826644,0.12923381806961487
0.008985814246140917,0.0104,0.010415305,0.0065453737,0.007866623,0.12923381806961487
0.008674761192421965,0.0111,0.01120785,0.007831769,0.009209018,0.12923381806961487
0.011455305483424796,0.0129,0.009961389,0.008221065,0.009472072,0.12923381806961487
0.01848756566812115,0.0287,0.028085003,0.022520667,0.023628673,0.12923381806961487
0.05990467437975577,0.0425,0.041802313,0.040524952,0.04104263,0.04373113393784362
0.05195438778127855,0.0422,0.042156987,0.0404354,0.040989235,0.04373113393784362
0.05396753832130325,0.0425,0.041802313,0.040524952,0.04104263,0.04373113393784362
0.05306804015217921,0.0585,0.058820274,0.054444022,0.055750813,0.03831402682804635
0.0041758949673420115,0.0068,0.0068058125,0.004235334,0.005105752,0.1097987946290822
0.003662800872070657,0.0067,0.0067073563,0.0042128493,0.0050756694,0.1097987946290822
0.004856056863478321,0.0067,0.0067147636,0.004180167,0.0050496254,0.1097987946290822
0.0038174976113697565,0.0064,0.006394492,0.0040065465,0.00486209,0.1097987946290822
0.0039333966814470165,0.0067,0.0067096506,0.004198337,0.005063689,0.1097987946290822
0.003907814988417545,0.0079,0.0079661235,0.0060501955,0.006896937,0.1097987946290822
0.004253869254494906,0.0076,0.007646259,0.0057434705,0.0065904995,0.1097987946290822
0.003924663737364989,0.0068,0.0067783482,0.0048832907,0.005737161,0.1097987946290822
0.004543480873782382,0.007,0.00699978,0.0051024808,0.0059533976,0.1097987946290822
0.004077952818660839,0.0069,0.0068874382,0.0049868333,0.005837636,0.1097987946290822
0.003035314976345841,0.006,0.0059337984,0.004126137,0.0049769315,0.1097987946290822
0.0022542430822654093,0.0058,0.00574801,0.0039211046,0.004774045,0.1097987946290822
0.0022354452036596373,0.0055,0.005423409,0.003596314,0.004451558,0.1097987946290822
0.00253944069192678,0.0056,0.0055756513,0.0037203217,0.0045753536,0.1097987946290822
0.002340114921805818,0.0056,0.0055558113,0.0037126632,0.0045677605,0.1097987946290822
0.008091500316970543,0.0122,0.012335039,0.01062386,0.011416265,0.1097987946290822
0.010628877887618958,0.0151,0.015396289,0.013744967,0.014514084,0.1097987946290822
0.006763754376428588,0.0149,0.015180201,0.013531047,0.014303878,0.1097987946290822
0.007331587826195956,0.0158,0.016118685,0.014499753,0.015265705,0.1097987946290822
0.00879670064973492,0.0153,0.01560222,0.013959139,0.014726772,0.1097987946290822
0.0035031813635582397,0.0074,0.007429344,0.0055195056,0.0063540093,0.1097987946290822
0.003132969425616864,0.0072,0.0071886037,0.005311625,0.0061478307,0.1097987946290822
0.003100691988047213,0.0071,0.00711072,0.005211895,0.0060491897,0.1097987946290822
0.0029844182217076717,0.0067,0.006648403,0.004786526,0.0056273323,0.1097987946290822
0.0032743996724474834,0.0094,0.009576538,0.0076841773,0.008513587,0.1097987946290822
0.005141506766184884,0.0089,0.0088685695,0.002342183,0.005367526,0.09175535548986238
0.004156880678620531,0.0093,0.009239655,0.0030515725,0.0060028546,0.09175535548986238
0.017331996462905463,0.0179,0.01829618,0.01125065,0.013916991,0.09175535548986238
0.005902129133677751,0.0825,0.08534867,0.08498993,0.08512485,0.11990650329627305
0.006274319961721322,0.1041,0.109928764,0.10884388,0.108963266,0.11990650329627305
